0 verbose cli C:\Program Files\nodejs\node.exe C:\Program Files\nodejs\node_modules\npm\bin\npm-cli.js
475 silly tarball no local data for @types/yargs-parser@https://registry.npmjs.org/@types/yargs-parser/-/yargs-parser-21.0.0.tgz. Extracting by manifest.
476 silly tarball no local data for abort-controller@https://registry.npmjs.org/abort-controller/-/abort-controller-3.0.0.tgz. Extracting by manifest.
477 silly tarball no local data for @types/yargs@https://registry.npmjs.org/@types/yargs/-/yargs-17.0.24.tgz. Extracting by manifest.
478 silly tarball no local data for @types/unist@https://registry.npmjs.org/@types/unist/-/unist-2.0.6.tgz. Extracting by manifest.
479 silly tarball no local data for @types/which@https://registry.npmjs.org/@types/which/-/which-2.0.1.tgz. Extracting by manifest.
480 silly tarball no local data for @types/tough-cookie@https://registry.npmjs.org/@types/tough-cookie/-/tough-cookie-4.0.2.tgz. Extracting by manifest.
481 silly tarball no local data for @types/request-promise@https://registry.npmjs.org/@types/request-promise/-/request-promise-4.1.48.tgz. Extracting by manifest.
482 silly tarball no local data for @types/ps-tree@https://registry.npmjs.org/@types/ps-tree/-/ps-tree-1.1.2.tgz. Extracting by manifest.
483 silly tarball no local data for @types/request@https://registry.npmjs.org/@types/request/-/request-2.48.8.tgz. Extracting by manifest.
484 silly tarball no local data for @types/node@https://registry.npmjs.org/@types/node/-/node-16.11.39.tgz. Extracting by manifest.
485 silly tarball no local data for @types/ms@https://registry.npmjs.org/@types/ms/-/ms-0.7.31.tgz. Extracting by manifest.
486 silly tarball no local data for @types/mdast@https://registry.npmjs.org/@types/mdast/-/mdast-3.0.10.tgz. Extracting by manifest.
487 silly tarball no local data for @types/minimist@https://registry.npmjs.org/@types/minimist/-/minimist-1.2.2.tgz. Extracting by manifest.
488 silly tarball no local data for @types/markdown-table@https://registry.npmjs.org/@types/markdown-table/-/markdown-table-2.0.0.tgz. Extracting by manifest.
489 silly tarball no local data for @types/jsonld@https://registry.npmjs.org/@types/jsonld/-/jsonld-1.5.9.tgz. Extracting by manifest.
490 silly tarball no local data for @types/js-yaml@https://registry.npmjs.org/@types/js-yaml/-/js-yaml-4.0.5.tgz. Extracting by manifest.
491 silly tarball no local data for @types/jest@https://registry.npmjs.org/@types/jest/-/jest-29.5.4.tgz. Extracting by manifest.
492 silly tarball no local data for @types/istanbul-reports@https://registry.npmjs.org/@types/istanbul-reports/-/istanbul-reports-3.0.1.tgz. Extracting by manifest.
493 silly tarball no local data for @types/stack-utils@https://registry.npmjs.org/@types/stack-utils/-/stack-utils-2.0.1.tgz. Extracting by manifest.
494 silly tarball no local data for @types/istanbul-lib-report@https://registry.npmjs.org/@types/istanbul-lib-report/-/istanbul-lib-report-3.0.0.tgz. Extracting by manifest.
495 silly tarball no local data for @types/fs-extra@https://registry.npmjs.org/@types/fs-extra/-/fs-extra-9.0.13.tgz. Extracting by manifest.
496 silly tarball no local data for @types/istanbul-lib-coverage@https://registry.npmjs.org/@types/istanbul-lib-coverage/-/istanbul-lib-coverage-2.0.4.tgz. Extracting by manifest.
497 silly tarball no local data for @tsconfig/node16@https://registry.npmjs.org/@tsconfig/node16/-/node16-1.0.2.tgz. Extracting by manifest.
498 silly tarball no local data for @types/bluebird@https://registry.npmjs.org/@types/bluebird/-/bluebird-3.5.36.tgz. Extracting by manifest.
499 silly tarball no local data for @tsconfig/node14@https://registry.npmjs.org/@tsconfig/node14/-/node14-1.0.1.tgz. Extracting by manifest.
500 silly tarball no local data for @nodelib/fs.walk@https://registry.npmjs.org/@nodelib/fs.walk/-/fs.walk-1.2.8.tgz. Extracting by manifest.
501 silly tarball no local data for @sinclair/typebox@https://registry.npmjs.org/@sinclair/typebox/-/typebox-0.27.8.tgz. Extracting by manifest.
502 silly tarball no local data for @tsconfig/node10@https://registry.npmjs.org/@tsconfig/node10/-/node10-1.0.8.tgz. Extracting by manifest.
503 silly tarball no local data for @tsconfig/node12@https://registry.npmjs.org/@tsconfig/node12/-/node12-1.0.9.tgz. Extracting by manifest.
504 silly tarball no local data for @nodelib/fs.stat@https://registry.npmjs.org/@nodelib/fs.stat/-/fs.stat-2.0.5.tgz. Extracting by manifest.
505 silly tarball no local data for @nodelib/fs.scandir@https://registry.npmjs.org/@nodelib/fs.scandir/-/fs.scandir-2.1.5.tgz. Extracting by manifest.
506 silly tarball no local data for @jridgewell/trace-mapping@https://registry.npmjs.org/@jridgewell/trace-mapping/-/trace-mapping-0.3.9.tgz. Extracting by manifest.
507 silly tarball no local data for @jridgewell/sourcemap-codec@https://registry.npmjs.org/@jridgewell/sourcemap-codec/-/sourcemap-codec-1.4.13.tgz. Extracting by manifest.
508 silly tarball no local data for @jest/types@https://registry.npmjs.org/@jest/types/-/types-29.6.3.tgz. Extracting by manifest.
509 silly tarball no local data for @jest/schemas@https://registry.npmjs.org/@jest/schemas/-/schemas-29.6.3.tgz. Extracting by manifest.
510 silly tarball no local data for @types/caseless@https://registry.npmjs.org/@types/caseless/-/caseless-0.12.2.tgz. Extracting by manifest.
511 silly tarball no local data for @jest/expect-utils@https://registry.npmjs.org/@jest/expect-utils/-/expect-utils-29.6.4.tgz. Extracting by manifest.
512 silly tarball no local data for @fastify/busboy@https://registry.npmjs.org/@fastify/busboy/-/busboy-2.1.1.tgz. Extracting by manifest.
513 silly tarball no local data for @digitalbazaar/http-client@https://registry.npmjs.org/@digitalbazaar/http-client/-/http-client-3.4.1.tgz. Extracting by manifest.
514 silly tarball no local data for @cspotcode/source-map-support@https://registry.npmjs.org/@cspotcode/source-map-support/-/source-map-support-0.8.1.tgz. Extracting by manifest.
515 silly tarball no local data for @babel/highlight@https://registry.npmjs.org/@babel/highlight/-/highlight-7.22.13.tgz. Extracting by manifest.
516 silly tarball no local data for @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-7.22.5.tgz. Extracting by manifest.
517 silly tarball no local data for @babel/code-frame@https://registry.npmjs.org/@babel/code-frame/-/code-frame-7.22.13.tgz. Extracting by manifest.
518 silly tarball no local data for @types/debug@https://registry.npmjs.org/@types/debug/-/debug-4.1.7.tgz. Extracting by manifest.
519 silly tarball no local data for @jridgewell/resolve-uri@https://registry.npmjs.org/@jridgewell/resolve-uri/-/resolve-uri-3.0.7.tgz. Extracting by manifest.
520 http fetch GET 200 https://registry.npmjs.org/universalify/-/universalify-2.0.0.tgz 9712ms (cache miss)
521 http fetch GET 200 https://registry.npmjs.org/unist-util-position/-/unist-util-position-3.1.0.tgz 10085ms (cache miss)
522 http fetch GET 200 https://registry.npmjs.org/unist-util-generated/-/unist-util-generated-1.1.6.tgz 10105ms (cache miss)
523 http fetch GET 200 https://registry.npmjs.org/vfile-message/-/vfile-message-2.0.4.tgz 10844ms (cache miss)
524 http fetch GET 200 https://registry.npmjs.org/unist-util-visit/-/unist-util-visit-2.0.3.tgz 10801ms (cache miss)
525 http fetch GET 200 https://registry.npmjs.org/unist-util-stringify-position/-/unist-util-stringify-position-2.0.3.tgz 10807ms (cache miss)
526 http fetch GET 200 https://registry.npmjs.org/through2/-/through2-3.0.2.tgz 10885ms (cache miss)
527 http fetch GET 200 https://registry.npmjs.org/space-separated-tokens/-/space-separated-tokens-1.1.5.tgz 10966ms (cache miss)
528 http fetch GET 200 https://registry.npmjs.org/remark-rehype/-/remark-rehype-8.1.0.tgz 10918ms (cache miss)
529 http fetch GET 200 https://registry.npmjs.org/supports-color/-/supports-color-7.2.0.tgz 11140ms (cache miss)
530 http fetch GET 200 https://registry.npmjs.org/run-parallel/-/run-parallel-1.2.0.tgz 11086ms (cache miss)
531 http fetch GET 200 https://registry.npmjs.org/queue-microtask/-/queue-microtask-1.2.3.tgz 11026ms (cache miss)
532 http fetch GET 200 https://registry.npmjs.org/yn/-/yn-3.1.1.tgz 11646ms (cache miss)
533 http fetch GET 200 https://registry.npmjs.org/unist-builder/-/unist-builder-2.0.3.tgz 11549ms (cache miss)
534 http fetch GET 200 https://registry.npmjs.org/ps-tree/-/ps-tree-1.2.0.tgz 11378ms (cache miss)
535 http fetch GET 200 https://registry.npmjs.org/remark-parse/-/remark-parse-9.0.0.tgz 11405ms (cache miss)
536 http fetch GET 200 https://registry.npmjs.org/xtend/-/xtend-4.0.2.tgz 11790ms (cache miss)
537 http fetch GET 200 https://registry.npmjs.org/outdent/-/outdent-0.8.0.tgz 11691ms (cache miss)
538 http fetch GET 200 https://registry.npmjs.org/tunnel-agent/-/tunnel-agent-0.6.0.tgz 12810ms (cache miss)
539 http fetch GET 200 https://registry.npmjs.org/stealthy-require/-/stealthy-require-1.1.1.tgz 12747ms (cache miss)
540 http fetch GET 200 https://registry.npmjs.org/rehype-stringify/-/rehype-stringify-8.0.0.tgz 12646ms (cache miss)
541 http fetch GET 200 https://registry.npmjs.org/v8-compile-cache-lib/-/v8-compile-cache-lib-3.0.1.tgz 13230ms (cache miss)
542 http fetch GET 200 https://registry.npmjs.org/remark-frontmatter/-/remark-frontmatter-3.0.0.tgz 12957ms (cache miss)
543 http fetch GET 200 https://registry.npmjs.org/request-promise/-/request-promise-4.2.6.tgz 12960ms (cache miss)
544 http fetch GET 200 https://registry.npmjs.org/mdast-util-definitions/-/mdast-util-definitions-4.0.0.tgz 12537ms (cache miss)
545 http fetch GET 200 https://registry.npmjs.org/make-error/-/make-error-1.3.6.tgz 12529ms (cache miss)
546 http fetch GET 200 https://registry.npmjs.org/ky-universal/-/ky-universal-0.11.0.tgz 12484ms (cache miss)
547 http fetch GET 200 https://registry.npmjs.org/markdown-table/-/markdown-table-2.0.0.tgz 12736ms (cache miss)
548 http fetch GET 200 https://registry.npmjs.org/mime-types/-/mime-types-2.1.35.tgz 13179ms (cache miss)
549 http fetch GET 200 https://registry.npmjs.org/jest-get-type/-/jest-get-type-29.6.3.tgz 12511ms (cache miss)
550 http fetch GET 200 https://registry.npmjs.org/isstream/-/isstream-0.1.2.tgz 12512ms (cache miss)
551 http fetch GET 200 https://registry.npmjs.org/is-plain-obj/-/is-plain-obj-2.1.0.tgz 12509ms (cache miss)
552 http fetch GET 200 https://registry.npmjs.org/is-decimal/-/is-decimal-1.0.4.tgz 12442ms (cache miss)
553 http fetch GET 200 https://registry.npmjs.org/is-alphanumerical/-/is-alphanumerical-1.0.4.tgz 12416ms (cache miss)
554 warn deprecated request-promise@4.2.6: request-promise has been deprecated because it extends the now deprecated request package, see https://github.com/request/request/issues/3142
555 http fetch GET 200 https://registry.npmjs.org/is-hexadecimal/-/is-hexadecimal-1.0.4.tgz 12829ms (cache miss)
556 http fetch GET 200 https://registry.npmjs.org/is-alphabetical/-/is-alphabetical-1.0.4.tgz 12828ms (cache miss)
557 http fetch GET 200 https://registry.npmjs.org/stream-combiner/-/stream-combiner-0.2.2.tgz 13893ms (cache miss)
558 http fetch GET 200 https://registry.npmjs.org/mdast-util-to-string/-/mdast-util-to-string-2.0.0.tgz 13647ms (cache miss)
559 http fetch GET 200 https://registry.npmjs.org/html-void-elements/-/html-void-elements-1.0.5.tgz 12886ms (cache miss)
560 http fetch GET 200 https://registry.npmjs.org/hast-util-is-element/-/hast-util-is-element-1.1.0.tgz 12878ms (cache miss)
561 http fetch GET 200 https://registry.npmjs.org/har-validator/-/har-validator-5.1.5.tgz 12874ms (cache miss)
562 http fetch GET 200 https://registry.npmjs.org/hast-util-whitespace/-/hast-util-whitespace-1.0.4.tgz 12895ms (cache miss)
563 http fetch GET 200 https://registry.npmjs.org/unist-util-is/-/unist-util-is-4.1.0.tgz 14087ms (cache miss)
564 http fetch GET 200 https://registry.npmjs.org/oauth-sign/-/oauth-sign-0.9.0.tgz 13815ms (cache miss)
565 http fetch GET 200 https://registry.npmjs.org/format/-/format-0.2.2.tgz 12874ms (cache miss)
566 http fetch GET 200 https://registry.npmjs.org/trough/-/trough-1.0.5.tgz 14089ms (cache miss)
567 http fetch GET 200 https://registry.npmjs.org/core-util-is/-/core-util-is-1.0.2.tgz 14261ms (cache miss)
568 http fetch GET 200 https://registry.npmjs.org/globby/-/globby-13.1.1.tgz 14321ms (cache miss)
569 http fetch GET 200 https://registry.npmjs.org/fault/-/fault-1.0.4.tgz 12923ms (cache miss)
570 http fetch GET 200 https://registry.npmjs.org/fastmatter/-/fastmatter-2.1.1.tgz 12921ms (cache miss)
571 http fetch GET 200 https://registry.npmjs.org/getpass/-/getpass-0.1.7.tgz 12924ms (cache miss)
572 http fetch GET 200 https://registry.npmjs.org/forever-agent/-/forever-agent-0.6.1.tgz 12956ms (cache miss)
573 http fetch GET 200 https://registry.npmjs.org/form-data/-/form-data-2.5.1.tgz 12960ms (cache miss)
574 http fetch GET 200 https://registry.npmjs.org/fill-range/-/fill-range-7.1.1.tgz 13114ms (cache miss)
575 http fetch GET 200 https://registry.npmjs.org/is-buffer/-/is-buffer-2.0.5.tgz 13262ms (cache miss)
576 http fetch GET 200 https://registry.npmjs.org/unist-util-visit-parents/-/unist-util-visit-parents-3.1.1.tgz 14502ms (cache miss)
577 http fetch GET 200 https://registry.npmjs.org/stream-combiner/-/stream-combiner-0.0.4.tgz 13115ms (cache miss)
578 http fetch GET 200 https://registry.npmjs.org/fastq/-/fastq-1.13.0.tgz 13204ms (cache miss)
579 http fetch GET 200 https://registry.npmjs.org/duplexer/-/duplexer-0.1.2.tgz 13115ms (cache miss)
580 http fetch GET 200 https://registry.npmjs.org/json-schema/-/json-schema-0.4.0.tgz 14399ms (cache miss)
581 http fetch GET 200 https://registry.npmjs.org/ansi-styles/-/ansi-styles-5.2.0.tgz 14995ms (cache miss)
582 http fetch GET 200 https://registry.npmjs.org/mdast-util-frontmatter/-/mdast-util-frontmatter-0.2.0.tgz 14899ms (cache miss)
583 http fetch GET 200 https://registry.npmjs.org/create-require/-/create-require-1.1.1.tgz 13883ms (cache miss)
584 http fetch GET 200 https://registry.npmjs.org/combined-stream/-/combined-stream-1.0.8.tgz 13870ms (cache miss)
585 http fetch GET 200 https://registry.npmjs.org/comma-separated-tokens/-/comma-separated-tokens-1.0.8.tgz 13838ms (cache miss)
586 http fetch GET 200 https://registry.npmjs.org/character-entities-legacy/-/character-entities-legacy-1.1.4.tgz 13827ms (cache miss)
587 http fetch GET 200 https://registry.npmjs.org/character-reference-invalid/-/character-reference-invalid-1.1.4.tgz 13832ms (cache miss)
588 http fetch GET 200 https://registry.npmjs.org/bail/-/bail-1.0.5.tgz 13801ms (cache miss)
589 http fetch GET 200 https://registry.npmjs.org/ccount/-/ccount-1.1.0.tgz 13845ms (cache miss)
590 http fetch GET 200 https://registry.npmjs.org/jsprim/-/jsprim-1.4.2.tgz 14666ms (cache miss)
591 http fetch GET 200 https://registry.npmjs.org/character-entities-html4/-/character-entities-html4-1.1.4.tgz 14039ms (cache miss)
592 http fetch GET 200 https://registry.npmjs.org/jest-message-util/-/jest-message-util-29.6.3.tgz 14609ms (cache miss)
593 http fetch GET 200 https://registry.npmjs.org/unified/-/unified-9.2.2.tgz 15601ms (cache miss)
594 http fetch GET 200 https://registry.npmjs.org/balanced-match/-/balanced-match-1.0.2.tgz 14151ms (cache miss)
595 http fetch GET 200 https://registry.npmjs.org/form-data/-/form-data-4.0.0.tgz 14141ms (cache miss)
596 http fetch GET 200 https://registry.npmjs.org/aws-sign2/-/aws-sign2-0.7.0.tgz 14113ms (cache miss)
597 http fetch GET 200 https://registry.npmjs.org/asn1/-/asn1-0.2.6.tgz 14112ms (cache miss)
598 http fetch GET 200 https://registry.npmjs.org/parse-entities/-/parse-entities-2.0.0.tgz 15434ms (cache miss)
599 http fetch GET 200 https://registry.npmjs.org/assert-plus/-/assert-plus-1.0.0.tgz 14129ms (cache miss)
600 http fetch GET 200 https://registry.npmjs.org/@types/yargs-parser/-/yargs-parser-21.0.0.tgz 13996ms (cache miss)
601 http fetch GET 200 https://registry.npmjs.org/character-entities/-/character-entities-1.2.4.tgz 14253ms (cache miss)
602 http fetch GET 200 https://registry.npmjs.org/@types/which/-/which-2.0.1.tgz 14035ms (cache miss)
603 http fetch GET 200 https://registry.npmjs.org/@types/unist/-/unist-2.0.6.tgz 14045ms (cache miss)
604 http fetch GET 200 https://registry.npmjs.org/@types/tough-cookie/-/tough-cookie-4.0.2.tgz 14043ms (cache miss)
605 http fetch GET 200 https://registry.npmjs.org/@types/ps-tree/-/ps-tree-1.1.2.tgz 14041ms (cache miss)
606 http fetch GET 200 https://registry.npmjs.org/@types/request-promise/-/request-promise-4.1.48.tgz 14044ms (cache miss)
607 http fetch GET 200 https://registry.npmjs.org/pause-stream/-/pause-stream-0.0.11.tgz 15627ms (cache miss)
608 http fetch GET 200 https://registry.npmjs.org/@types/minimist/-/minimist-1.2.2.tgz 14146ms (cache miss)
609 http fetch GET 200 https://registry.npmjs.org/@types/mdast/-/mdast-3.0.10.tgz 14151ms (cache miss)
610 http fetch GET 200 https://registry.npmjs.org/@types/stack-utils/-/stack-utils-2.0.1.tgz 14098ms (cache miss)
611 http fetch GET 200 https://registry.npmjs.org/@types/js-yaml/-/js-yaml-4.0.5.tgz 14143ms (cache miss)
612 http fetch GET 200 https://registry.npmjs.org/@types/markdown-table/-/markdown-table-2.0.0.tgz 14152ms (cache miss)
613 http fetch GET 200 https://registry.npmjs.org/@types/istanbul-lib-report/-/istanbul-lib-report-3.0.0.tgz 14101ms (cache miss)
614 http fetch GET 200 https://registry.npmjs.org/@types/istanbul-lib-coverage/-/istanbul-lib-coverage-2.0.4.tgz 14095ms (cache miss)
615 http fetch GET 200 https://registry.npmjs.org/@types/fs-extra/-/fs-extra-9.0.13.tgz 14101ms (cache miss)
616 http fetch GET 200 https://registry.npmjs.org/@types/istanbul-reports/-/istanbul-reports-3.0.1.tgz 14110ms (cache miss)
617 http fetch GET 200 https://registry.npmjs.org/caseless/-/caseless-0.12.0.tgz 14417ms (cache miss)
618 http fetch GET 200 https://registry.npmjs.org/@types/request/-/request-2.48.8.tgz 14198ms (cache miss)
619 http fetch GET 200 https://registry.npmjs.org/@types/ms/-/ms-0.7.31.tgz 14199ms (cache miss)
620 http fetch GET 200 https://registry.npmjs.org/jsbn/-/jsbn-0.1.1.tgz 15039ms (cache miss)
621 http fetch GET 200 https://registry.npmjs.org/ignore/-/ignore-5.2.0.tgz 14796ms (cache miss)
622 http fetch GET 200 https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.2.1.tgz 15900ms (cache miss)
623 http fetch GET 200 https://registry.npmjs.org/ansi-styles/-/ansi-styles-4.3.0.tgz 14485ms (cache miss)
624 http fetch GET 200 https://registry.npmjs.org/@nodelib/fs.walk/-/fs.walk-1.2.8.tgz 14297ms (cache miss)
625 http fetch GET 200 https://registry.npmjs.org/@tsconfig/node12/-/node12-1.0.9.tgz 14290ms (cache miss)
626 http fetch GET 200 https://registry.npmjs.org/@jest/types/-/types-29.6.3.tgz 14283ms (cache miss)
627 http fetch GET 200 https://registry.npmjs.org/@tsconfig/node14/-/node14-1.0.1.tgz 14310ms (cache miss)
628 http fetch GET 200 https://registry.npmjs.org/@tsconfig/node16/-/node16-1.0.2.tgz 14328ms (cache miss)
629 http fetch GET 200 https://registry.npmjs.org/@nodelib/fs.scandir/-/fs.scandir-2.1.5.tgz 14298ms (cache miss)
630 http fetch GET 200 https://registry.npmjs.org/@tsconfig/node10/-/node10-1.0.8.tgz 14309ms (cache miss)
631 http fetch GET 200 https://registry.npmjs.org/bcrypt-pbkdf/-/bcrypt-pbkdf-1.0.2.tgz 14576ms (cache miss)
632 http fetch GET 200 https://registry.npmjs.org/jsonfile/-/jsonfile-6.1.0.tgz 15491ms (cache miss)
633 http fetch GET 200 https://registry.npmjs.org/map-stream/-/map-stream-0.1.0.tgz 15556ms (cache miss)
634 http fetch GET 200 https://registry.npmjs.org/@jridgewell/sourcemap-codec/-/sourcemap-codec-1.4.13.tgz 14347ms (cache miss)
635 http fetch GET 200 https://registry.npmjs.org/@jest/schemas/-/schemas-29.6.3.tgz 14345ms (cache miss)
636 http fetch GET 200 https://registry.npmjs.org/diff-sequences/-/diff-sequences-29.6.3.tgz 14819ms (cache miss)
637 http fetch GET 200 https://registry.npmjs.org/arg/-/arg-4.1.3.tgz 14597ms (cache miss)
638 http fetch GET 200 https://registry.npmjs.org/@types/debug/-/debug-4.1.7.tgz 14186ms (cache miss)
639 http fetch GET 200 https://registry.npmjs.org/@types/caseless/-/caseless-0.12.2.tgz 14275ms (cache miss)
640 http fetch GET 200 https://registry.npmjs.org/@babel/code-frame/-/code-frame-7.22.13.tgz 14200ms (cache miss)
641 http fetch GET 200 https://registry.npmjs.org/@jest/expect-utils/-/expect-utils-29.6.4.tgz 14275ms (cache miss)
642 http fetch GET 200 https://registry.npmjs.org/mdurl/-/mdurl-1.0.1.tgz 15906ms (cache miss)
643 http fetch GET 200 https://registry.npmjs.org/mdast-util-from-markdown/-/mdast-util-from-markdown-0.8.5.tgz 15866ms (cache miss)
644 http fetch GET 200 https://registry.npmjs.org/proxy-from-env/-/proxy-from-env-1.1.0.tgz 16033ms (cache miss)
645 http fetch GET 200 https://registry.npmjs.org/delayed-stream/-/delayed-stream-1.0.0.tgz 14935ms (cache miss)
646 http fetch GET 200 https://registry.npmjs.org/isexe/-/isexe-2.0.0.tgz 15362ms (cache miss)
647 http fetch GET 200 https://registry.npmjs.org/inflight/-/inflight-1.0.6.tgz 15223ms (cache miss)
648 http fetch GET 200 https://registry.npmjs.org/is-extglob/-/is-extglob-2.1.1.tgz 15310ms (cache miss)
649 http fetch GET 200 https://registry.npmjs.org/once/-/once-1.4.0.tgz 16104ms (cache miss)
650 http fetch GET 200 https://registry.npmjs.org/react-is/-/react-is-18.2.0.tgz 16191ms (cache miss)
651 http fetch GET 200 https://registry.npmjs.org/fs.realpath/-/fs.realpath-1.0.0.tgz 15187ms (cache miss)
652 http fetch GET 200 https://registry.npmjs.org/concat-map/-/concat-map-0.0.1.tgz 14998ms (cache miss)
653 warn deprecated har-validator@5.1.5: this library is no longer supported
654 http fetch GET 200 https://registry.npmjs.org/follow-redirects/-/follow-redirects-1.15.6.tgz 15208ms (cache miss)
655 http fetch GET 200 https://registry.npmjs.org/verror/-/verror-1.10.0.tgz 16631ms (cache miss)
656 http fetch GET 200 https://registry.npmjs.org/through/-/through-2.3.8.tgz 16560ms (cache miss)
657 http fetch GET 200 https://registry.npmjs.org/formdata-polyfill/-/formdata-polyfill-4.0.10.tgz 15498ms (cache miss)
658 http fetch GET 200 https://registry.npmjs.org/from/-/from-0.1.7.tgz 15493ms (cache miss)
659 http fetch GET 200 https://registry.npmjs.org/mime-db/-/mime-db-1.52.0.tgz 16435ms (cache miss)
660 http fetch GET 200 https://registry.npmjs.org/@types/jsonld/-/jsonld-1.5.9.tgz 15037ms (cache miss)
661 http fetch GET 200 https://registry.npmjs.org/request-promise-core/-/request-promise-core-1.1.4.tgz 16759ms (cache miss)
662 http fetch GET 200 https://registry.npmjs.org/jest-matcher-utils/-/jest-matcher-utils-29.6.4.tgz 16016ms (cache miss)
663 http fetch GET 200 https://registry.npmjs.org/@babel/highlight/-/highlight-7.22.13.tgz 14968ms (cache miss)
664 http fetch GET 200 https://registry.npmjs.org/safer-buffer/-/safer-buffer-2.1.2.tgz 16853ms (cache miss)
665 http fetch GET 200 https://registry.npmjs.org/json-stringify-safe/-/json-stringify-safe-5.0.1.tgz 16295ms (cache miss)
666 http fetch GET 200 https://registry.npmjs.org/aws4/-/aws4-1.11.0.tgz 15463ms (cache miss)
667 http fetch GET 200 https://registry.npmjs.org/split/-/split-1.0.1.tgz 17371ms (cache miss)
668 http fetch GET 200 https://registry.npmjs.org/extsprintf/-/extsprintf-1.3.0.tgz 16272ms (cache miss)
669 http fetch GET 200 https://registry.npmjs.org/@types/jest/-/jest-29.5.4.tgz 15848ms (cache miss)
670 http fetch GET 200 https://registry.npmjs.org/extend/-/extend-3.0.2.tgz 16381ms (cache miss)
671 http fetch GET 200 https://registry.npmjs.org/form-data/-/form-data-2.3.3.tgz 17555ms (cache miss)
672 http fetch GET 200 https://registry.npmjs.org/ecc-jsbn/-/ecc-jsbn-0.1.2.tgz 16409ms (cache miss)
673 http fetch GET 200 https://registry.npmjs.org/fetch-blob/-/fetch-blob-3.1.5.tgz 16514ms (cache miss)
674 http fetch GET 200 https://registry.npmjs.org/dashdash/-/dashdash-1.14.1.tgz 16374ms (cache miss)
675 http fetch GET 200 https://registry.npmjs.org/micromark-extension-frontmatter/-/micromark-extension-frontmatter-0.2.2.tgz 17498ms (cache miss)
676 http fetch GET 200 https://registry.npmjs.org/@types/yargs/-/yargs-17.0.24.tgz 16182ms (cache miss)
677 http fetch GET 200 https://registry.npmjs.org/tweetnacl/-/tweetnacl-0.14.5.tgz 18025ms (cache miss)
678 http fetch GET 200 https://registry.npmjs.org/@types/bluebird/-/bluebird-3.5.36.tgz 16825ms (cache miss)
679 http fetch GET 200 https://registry.npmjs.org/split/-/split-0.3.3.tgz 17566ms (cache miss)
680 http fetch GET 200 https://registry.npmjs.org/@jridgewell/resolve-uri/-/resolve-uri-3.0.7.tgz 16904ms (cache miss)
681 http fetch GET 200 https://registry.npmjs.org/tough-cookie/-/tough-cookie-2.5.0.tgz 18945ms (cache miss)
682 http fetch GET 200 https://registry.npmjs.org/vfile/-/vfile-4.2.1.tgz 19226ms (cache miss)
683 http fetch GET 200 https://registry.npmjs.org/psl/-/psl-1.8.0.tgz 18897ms (cache miss)
684 http fetch GET 200 https://registry.npmjs.org/@cspotcode/source-map-support/-/source-map-support-0.8.1.tgz 17145ms (cache miss)
685 http fetch GET 200 https://registry.npmjs.org/braces/-/braces-3.0.3.tgz 17663ms (cache miss)
686 http fetch GET 200 https://registry.npmjs.org/http-signature/-/http-signature-1.2.0.tgz 18009ms (cache miss)
687 http fetch GET 200 https://registry.npmjs.org/@digitalbazaar/http-client/-/http-client-3.4.1.tgz 17212ms (cache miss)
688 http fetch GET 200 https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-7.22.5.tgz 17418ms (cache miss)
689 http fetch GET 200 https://registry.npmjs.org/rdf-canonize/-/rdf-canonize-3.4.0.tgz 19383ms (cache miss)
690 http fetch GET 200 https://registry.npmjs.org/chalk/-/chalk-5.0.1.tgz 19764ms (cache miss)
691 http fetch GET 200 https://registry.npmjs.org/event-target-shim/-/event-target-shim-5.0.1.tgz 18354ms (cache miss)
692 http fetch GET 200 https://registry.npmjs.org/jest-diff/-/jest-diff-29.6.4.tgz 18694ms (cache miss)
693 http fetch GET 200 https://registry.npmjs.org/commander/-/commander-8.3.0.tgz 18287ms (cache miss)
694 http fetch GET 200 https://registry.npmjs.org/abort-controller/-/abort-controller-3.0.0.tgz 18006ms (cache miss)
695 http fetch GET 200 https://registry.npmjs.org/data-uri-to-buffer/-/data-uri-to-buffer-4.0.0.tgz 18388ms (cache miss)
696 http fetch GET 200 https://registry.npmjs.org/expect/-/expect-29.6.4.tgz 18486ms (cache miss)
697 http fetch GET 200 https://registry.npmjs.org/performance-now/-/performance-now-2.1.0.tgz 19613ms (cache miss)
698 http fetch GET 200 https://registry.npmjs.org/uuid/-/uuid-3.4.0.tgz 20037ms (cache miss)
699 warn deprecated uuid@3.4.0: Please upgrade  to version 7 or higher.  Older versions may use Math.random() in certain circumstances, which is known to be problematic.  See https://v8.dev/blog/math-random for details.
700 http fetch GET 200 https://registry.npmjs.org/acorn/-/acorn-8.7.1.tgz 18273ms (cache miss)
701 http fetch GET 200 https://registry.npmjs.org/qs/-/qs-6.5.3.tgz 19933ms (cache miss)
702 http fetch GET 200 https://registry.npmjs.org/pretty-format/-/pretty-format-29.6.3.tgz 20070ms (cache miss)
703 http fetch GET 200 https://registry.npmjs.org/@nodelib/fs.stat/-/fs.stat-2.0.5.tgz 18470ms (cache miss)
